id,category_id,name,price,unit
154,3,Цемент-500 (50кг.),625.0,шт
155,3,Шпатлевка гипс Волма-финиш 20 кг.,831.0,шт
156,3,Шпатлевка гипс Волма-Шов 20 кг.,725.0,шт
157,3,Шпатлевка полимерная DANO JET5 (25кг),846.0,шт
158,3,Шпатлевка цементная универсальная BOSTON ADMIRAL 20КГ,690.0,шт
159,3,Шпатлевка шелк ADMIRAL с антигриб. добавкой 20кг,780.0,шт
160,3,"Штукатурка ""Ротбанд"" универсальная гипсовая 30кг",813.0,шт
161,3,Штукатурка Agua для кухни и ванны Адмирал 30кг,820.0,шт
162,3,"Штукатурка гипсовая ""Волма-Гипс-Актив 30 кг д/машин нанесе",697.0,шт
163,3,"Штукатурка гипсовая ""Волма-Слой"" серая 30кг.",663.0,шт
164,3,"Штукатурка гипсовая ""Практик""",475.0,шт
165,3,Штукатурка гипсовая Биопласт АДМИРАЛ 25кг.,619.0,шт
166,3,"Штукатурка цементная ""СТАРАТЕЛИ"" для нар. и внут. работ 25к",423.0,шт
167,3,"Штукатурка цементная фасадная ""АДМИРАЛ"" 25кг.",485.0,шт
168,3,Штукатурка/утепл. Стирабонд EIFS Террако 25кг,594.0,шт
169,3,Щебень фракция 20*40,2460.0,куб
170,3,Щебень фракция 5*20,2700.0,м3
171,3,Щебень мешок (40кг),120.0,шт
172,3,Щебень фракция 5*20,1950.0,куб
173,4,Антигрибок Адмирал 10л,736.0,шт
174,4,Антигрибок Адмирал 5л,460.0,шт
175,4,"Бетоноконтакт 14кг ""Адмирал""",1856.0,шт
176,4,"Бетоноконтакт 3,5кг ""Адмирал""",488.0,шт
177,4,"Бетоноконтакт 7кг ""Адмирал""",940.0,шт
178,4,Бикрост ТКП 10м (с крошкой),2580.0,шт
179,4,Бикрост ТПП 15м (без крошки),2436.0,шт
180,4,Бикрост ХКП 10м (с крошкой),2340.0,шт
181,4,Бикрост ХПП 15м (без крошки),2853.0,шт
182,4,Гвоздь Ондулин зел,3.0,шт
183,4,Гвоздь Ондулин корич.,3.5,шт
184,4,Гвоздь Ондулин красн,3.5,шт
185,4,Геотекстиль 300 Дорнит ЭКО иглопроб.нетканный. рул/100м2 (,152.0,м
186,4,Геотекстиль 350 Дорнит ЭКО иглопроб.нетканный. рул/100м2 (,169.0,м
187,4,"Геотекстиль 150гр/м 2(2,15*130м)",128.0,м
188,4,"Геотекстиль 150гр/м2 (2,15*50м)",140.0,м
189,4,"Геотекстиль 200гр/м2(2,15*110м)",181.0,м
190,4,"Геотекстиль ЧЕРНЫЙ 80м2/рул. (1,6м*50) АДМИРАЛ",85.0,м
191,4,Герметик Бутил-каучуковый Технониколь серый 16кг,3750.0,шт
192,4,"Гибкая черепица, ТЕХНОНИКОЛЬ, коньково-карнизная, зелены",4544.0,уп
193,4,"Гибкая черепица, ТЕХНОНИКОЛЬ, финская, Соната, зеленый",1801.0,уп
194,4,Гидроизоляция отсечная ТехноНИКОЛЬ 200 (20пог/м),755.0,шт
195,4,Гидроизоляция отсечная ТехноНИКОЛЬ 400 (20пог/м),1347.0,шт
196,4,Гидроизоляция отсечная ТехноНИКОЛЬ 600 (20пог/м),1875.0,шт
197,4,Гидрофобизатор LEO 5л (водооталкивающая пропитка),650.0,шт
198,4,"Добавка ""Адмирал"" Стирабонд 20кг",2718.0,шт
199,4,"Добавка ""Теракко"" Стирабонд 25кг",3919.0,шт
200,4,"Жидкий битум 21,5литр.",1500.0,шт
201,4,Жидкое стекло 14кг,1333.0,шт
202,4,Жидкое стекло 7кг ADMIRAL,841.0,Ведро
203,4,Затирка Церезит Се 40/2 2-5мм белая 2кг(ведро),578.0,шт
204,4,Изоспан AQ (70кв.м.),5250.0,шт
205,4,Изоспан B рулон(70 кв.м),2488.0,шт
206,4,Изоспан D рулон(70кв.м),3478.0,шт
207,4,Изоспан FB (70 кв.м) для бани,2237.0,рул.
208,4,Изоспан А рулон(70 кв.м),3557.0,шт
209,4,Изоспан С рулон(70кв.м.),3508.0,шт
210,4,"Керабланкет (асбесткань) 0,61/25мм",900.0,м
211,4,"Керабланкет (асбесткань) 0,61м/38мм",1188.0,м
212,4,"Керабланкет (асбесткань) 0,61м/6мм",732.0,м
213,4,"Колесо для садовых и строительных тачек 3,00-8",536.0,шт
214,4,"Колесо для садовых и строительных тачек 3,50-8",704.0,шт
215,4,"Колесо для садовых и строительных тачек 4,00-8",770.0,шт
216,4,"Колесо полиуретановое ""Желтое"" для садовых и строительных",788.0,шт
217,4,"Колесо полиуретановое ""Красное"" для садовых и строительны",1123.0,шт
218,4,"Колесо полиуретановое ""Синее"" для садовых и строительных т",871.0,шт
219,4,"Лопата ""Вьюга"" в ассортименте",443.0,шт
220,4,"Лопата (Л-3) ""СОВКОВАЯ"", усиленная с двумя ребрами жесткос",237.0,шт
221,4,Лопата подборная (Рельсовая сталь) с молотковой окраской 69,180.0,шт
222,4,Лопата Снег оцинкованная,398.0,шт
223,4,"Лопата Штыковая ""Американа""",237.0,шт
224,4,Мастика для гибкой черепицы Docke 5л,2438.0,шт
225,4,Мастика акрил. гидроизоляция GIDROSTOP 6кг.АДМИРАЛ,1488.0,шт
226,4,Мастика битумная (Империал) 12кг,1800.0,шт
227,4,Мастика битумная 10кг ГРИДА,1098.0,шт
228,4,Мастика битумная 10кг ГРИДА (черная тара),1344.0,шт
229,4,Мастика битумная ADMIRAL Professional (Желтыя этик) 10л,1688.0,шт
230,4,"Мастика битумная АДМИРАЛ ""Жидкий битум"" 10л",1467.0,шт
231,4,"Мастика битумная АДМИРАЛ ""Жидкий битум"" 30л",3986.0,шт
232,4,"Мастика битумная АДМИРАЛ ""Жидкий битум"" 3л",438.0,шт
233,4,"Мастика битумная АДМИРАЛ ""Жидкий битум"" 5л",757.0,шт
234,4,Мастика битумная полимер Гидроизол 10л АДМИРАЛ,2193.0,шт
235,4,Мастика битумная полимер Гидроизол 30л АДМИРАЛ,5050.0,шт
236,4,Мастика битумная полимер Гидроизол 5л АДМИРАЛ,1118.0,шт
237,4,"Мастика битумная Эконом АДМИРАЛ (21,5л/18кг)",1855.0,шт
238,4,"Мастика гидроизоляционная ""Bitumast"" 21,5 л",2179.0,шт
239,4,"Мастика для гибкой черепицы ТЕХНОНИКОЛЬ (Фиксер) ведро,",1963.0,шт
240,4,Мастика каучуко-битумная 10л ГРИДА (синяя тара),1428.0,шт
241,4,"Мастика кровельная ""Bitumast"" 21,5 л",2210.0,шт
242,4,"Мастика кровельная ""Bitumast"" 5л",570.0,шт
243,4,"Мастика кровельная ""Bitumast""21,5 л",1438.0,шт
244,4,Мастика резино-битумная (красная тара),1291.0,шт
245,4,"Мастика резино-битумная ""Грида"" 20л (черная тара)",1627.0,шт
246,4,Мастика резино-битумная 3кг ГРИДА (желтая тара),395.0,шт
247,4,Мегаизол D (гидро-пароизоляция пленка высокой прочности) 1,1548.0,шт
248,4,Мегаизол А(паропрониц. ветро-влагозащита) 70кв.м.,1719.0,шт
249,4,Мегаизол В (пароизоляция для скат. кровли и стен)70кв.м.,1224.0,шт
250,4,Мегаизол С (противоконденсатная пароизоляция)70кв.м.,1608.0,шт
251,4,Мембрана D 60м2 гидро-пароизоляция повышенной прочност,2493.0,шт
252,4,"Мембрана А 60м2 ветро-влагозащита L=1,6м АДМИРАЛ 110г/м",1954.0,шт
253,4,"Мембрана В 60м2 пароизоляция L=1,6м АДМИРАЛ 110г/м2",1402.0,шт
254,4,"Мембрана профилированная (ИЗОСТУД) 2,0м*20м PLANTER",9988.0,шт
255,4,"Мембрана профилированная 2,0м*10м PLANTER",4050.0,шт
256,4,"Мембрана профилированная 2,0м*15м PLANTER",6075.0,шт
257,4,"Мембрана профилированная 2,0м*20м PLANTER",6500.0,шт
258,4,"Мембрана профилированная1,0м*20м PLANTER",4050.0,шт
259,4,"Мембрана С 60м2 гидро-пароизоляция L=1,6м черный АДМИР",2137.0,шт
260,4,Минерит (жаростойкий лист) 1200*630*9 серый КТ,2236.0,шт
261,4,Наноизол D (рул 35м2),942.0,шт
262,4,Наноизол D (рул 70м2),1728.0,шт
263,4,Наноизол А 110гр./м2 (рул 35кв.м.),942.0,шт
264,4,Наноизол А 110гр./м2(рул.70кв.м.),1728.0,шт
265,4,Наноизол В (рул.35кв.м.),672.0,шт
266,4,Наноизол В (рул.70кв.м.),1020.0,шт
267,4,Наноизол С (рул 35м2),942.0,шт
268,4,Наноизол С (рул 70м2),1719.0,шт
269,4,Носилка,1500.0,шт
